date,count
2020-04-15 16,30.49
2020-04-15 17,34.76
2020-04-15 18,36.73
2020-04-15 19,30.33
2020-04-15 20,17.08
2020-04-15 21,9.35
2020-04-15 22,5.3
2020-04-15 23,2.4
2020-04-16 00,1.43
2020-04-16 01,0.93
2020-04-16 02,0.31
2020-04-16 03,0.21
2020-04-16 04,0.23
2020-04-16 05,0.65
2020-04-16 06,2.87
2020-04-16 07,10.36
2020-04-16 08,15.61
2020-04-16 09,12.88
2020-04-16 10,13.01
2020-04-16 11,15.62
2020-04-16 12,19.67
2020-04-16 13,23.3
2020-04-16 14,24.76
2020-04-16 15,26.26
2020-04-16 16,25.05
2020-04-16 17,25.26
2020-04-16 18,27.01
2020-04-16 19,24.49
2020-04-16 20,17.42
2020-04-16 21,9.6
2020-04-16 22,4.9
2020-04-16 23,2.76
2020-04-17 00,1.32
2020-04-17 01,0.69
2020-04-17 02,0.36
2020-04-17 03,0.23
2020-04-17 04,0.23
2020-04-17 05,0.77
2020-04-17 06,3.19
2020-04-17 07,9.93
2020-04-17 08,15.63
2020-04-17 09,13.63
2020-04-17 10,12.21
2020-04-17 11,14.85
2020-04-17 12,17.08
2020-04-17 13,18.79
2020-04-17 14,16.55
2020-04-17 15,17.74
2020-04-17 16,13.4
2020-04-17 17,15.36
2020-04-17 18,18.13
2020-04-17 19,16.08
2020-04-17 20,11.83
2020-04-17 21,7.11
2020-04-17 22,4.17
2020-04-17 23,2.04
2020-04-18 00,1.45
2020-04-18 01,0.64
2020-04-18 02,0.19
2020-04-18 03,0.21
2020-04-18 04,0.21
2020-04-18 05,0.56
2020-04-18 06,1.37
2020-04-18 07,3.92
2020-04-18 08,6.71
2020-04-18 09,9.49
2020-04-18 10,12.2
2020-04-18 11,16.98
2020-04-18 12,23.0
2020-04-18 13,29.1
2020-04-18 14,34.74
2020-04-18 15,39.38
2020-04-18 16,39.75
2020-04-18 17,38.49
2020-04-18 18,30.45
2020-04-18 19,22.07
2020-04-18 20,13.79
2020-04-18 21,7.58
2020-04-18 22,5.0
2020-04-18 23,3.7
2020-04-19 00,1.86
2020-04-19 01,1.46
2020-04-19 02,0.71
2020-04-19 03,0.6
2020-04-19 04,0.37
2020-04-19 05,0.51
2020-04-19 06,1.12
2020-04-19 07,4.14
2020-04-19 08,7.26
2020-04-19 09,12.64
2020-04-19 10,20.96
2020-04-19 11,33.69
2020-04-19 12,46.81
2020-04-19 13,56.35
2020-04-19 14,62.2
2020-04-19 15,63.63
2020-04-19 16,63.79
2020-04-19 17,59.23
2020-04-19 18,46.93
2020-04-19 19,33.93
2020-04-19 20,18.33
2020-04-19 21,9.27
2020-04-19 22,4.67
2020-04-19 23,2.88
2020-04-20 00,1.57
2020-04-20 01,0.79
2020-04-20 02,0.4
2020-04-20 03,0.32
2020-04-20 04,0.38
2020-04-20 05,0.71
2020-04-20 06,3.14
2020-04-20 07,11.11
2020-04-20 08,15.63
2020-04-20 09,13.8
2020-04-20 10,13.86
2020-04-20 11,15.02
2020-04-20 12,18.27
2020-04-20 13,22.4
2020-04-20 14,22.13
2020-04-20 15,26.21
2020-04-20 16,29.35
2020-04-20 17,31.83
2020-04-20 18,31.99
2020-04-20 19,26.36
2020-04-20 20,16.2
2020-04-20 21,8.87
2020-04-20 22,5.07
2020-04-20 23,2.99
2020-04-21 00,1.45
2020-04-21 01,0.68
2020-04-21 02,0.33
2020-04-21 03,0.32
2020-04-21 04,0.36
2020-04-21 05,0.68
2020-04-21 06,3.49
2020-04-21 07,11.86
2020-04-21 08,14.83
2020-04-21 09,12.38
2020-04-21 10,12.5
2020-04-21 11,15.07
2020-04-21 12,18.46
2020-04-21 13,23.0
2020-04-21 14,24.12
2020-04-21 15,26.63
2020-04-21 16,29.18
2020-04-21 17,34.04
2020-04-21 18,35.69
2020-04-21 19,29.82
2020-04-21 20,19.7
2020-04-21 21,10.12
2020-04-21 22,5.44
2020-04-21 23,3.02
2020-04-22 00,1.31
2020-04-22 01,0.6
2020-04-22 02,0.69
2020-04-22 03,0.35
2020-04-22 04,0.48
2020-04-22 05,0.76
2020-04-22 06,3.65
2020-04-22 07,12.35
2020-04-22 08,16.35
2020-04-22 09,13.49
2020-04-22 10,12.51
2020-04-22 11,14.43
2020-04-22 12,21.5
2020-04-22 13,25.02
2020-04-22 14,24.9
2020-04-22 15,29.44
2020-04-22 16,34.04
2020-04-22 17,37.13
2020-04-22 18,40.25
2020-04-22 19,34.08
2020-04-22 20,23.07
2020-04-22 21,12.45
2020-04-22 22,6.65
2020-04-22 23,3.18
2020-04-23 00,2.2
2020-04-23 01,0.71
2020-04-23 02,0.45
2020-04-23 03,0.46
2020-04-23 04,0.48
2020-04-23 05,0.79
2020-04-23 06,3.85
2020-04-23 07,12.49
2020-04-23 08,17.13
2020-04-23 09,14.33
2020-04-23 10,14.31
2020-04-23 11,15.71
2020-04-23 12,22.67
2020-04-23 13,28.69
2020-04-23 14,27.9
2020-04-23 15,31.07
2020-04-23 16,36.23
2020-04-23 17,40.58
2020-04-23 18,43.14
2020-04-23 19,35.61
2020-04-23 20,25.55
2020-04-23 21,11.77
2020-04-23 22,6.68
2020-04-23 23,3.43
2020-04-24 00,1.94
2020-04-24 01,1.42
2020-04-24 02,0.62
2020-04-24 03,0.52
2020-04-24 04,0.62
2020-04-24 05,0.98
2020-04-24 06,3.37
2020-04-24 07,11.5
2020-04-24 08,15.74
2020-04-24 09,13.61
2020-04-24 10,14.43
2020-04-24 11,7.3
2020-04-24 12,0.0
2020-04-24 13,0.0
2020-04-24 14,0.0
2020-04-24 15,0.0
2020-04-24 16,0.0
2020-04-24 17,0.0
2020-04-24 18,0.0
2020-04-24 19,0.0
2020-04-24 20,0.0
2020-04-24 21,0.0
2020-04-24 22,0.0
2020-04-24 23,0.0
2020-04-25 00,0.0
2020-04-25 01,0.0
2020-04-25 02,0.0
2020-04-25 03,0.0
2020-04-25 04,0.0
2020-04-25 05,0.0
2020-04-25 06,0.0
2020-04-25 07,0.0
2020-04-25 08,0.0
2020-04-25 09,0.0
2020-04-25 10,0.0
2020-04-25 11,0.0
2020-04-25 12,0.0
2020-04-25 13,0.0
2020-04-25 14,0.0
2020-04-25 15,0.0
2020-04-25 16,87.71
2020-04-25 17,59.0
2020-04-25 18,50.06
2020-04-25 19,38.63
2020-04-25 20,22.42
2020-04-25 21,11.12
2020-04-25 22,6.46
2020-04-25 23,4.81
2020-04-26 00,3.7
2020-04-26 01,2.48
2020-04-26 02,1.12
2020-04-26 03,0.77
2020-04-26 04,0.45
2020-04-26 05,0.71
2020-04-26 06,1.29
2020-04-26 07,4.99
2020-04-26 08,8.51
2020-04-26 09,14.79
2020-04-26 10,26.38
2020-04-26 11,38.79
2020-04-26 12,52.13
2020-04-26 13,61.76
2020-04-26 14,10.18
2020-04-26 15,0.0
2020-04-26 16,0.0
2020-04-26 17,0.0
2020-04-26 18,47.6
2020-04-26 19,20.94
2020-04-26 20,24.77
2020-04-26 21,26.43
2020-04-26 22,28.65
2020-04-26 23,15.71
2020-04-27 00,4.04
2020-04-27 01,1.52
2020-04-27 02,0.6
2020-04-27 03,0.54
2020-04-27 04,0.43
2020-04-27 05,11.4
2020-04-27 06,3.82
2020-04-27 07,12.56
2020-04-27 08,14.36
2020-04-27 09,12.81
2020-04-27 10,12.18
2020-04-27 11,13.26
2020-04-27 12,17.51
2020-04-27 13,19.01
2020-04-27 14,19.26
2020-04-27 15,21.9
2020-04-27 16,25.68
2020-04-27 17,31.33
2020-04-27 18,33.32
2020-04-27 19,28.79
2020-04-27 20,17.77
2020-04-27 21,8.96
2020-04-27 22,5.79
2020-04-27 23,3.98
2020-04-28 00,2.21
2020-04-28 01,1.36
2020-04-28 02,0.57
2020-04-28 03,0.37
2020-04-28 04,0.23
2020-04-28 05,0.76
2020-04-28 06,2.11
2020-04-28 07,6.87
2020-04-28 08,9.8
2020-04-28 09,6.92
2020-04-28 10,3.08
2020-04-28 11,2.69
2020-04-28 12,5.56
2020-04-28 13,8.51
2020-04-28 14,7.63
2020-04-28 15,7.75
2020-04-28 16,6.8
2020-04-28 17,9.95
2020-04-28 18,10.88
2020-04-28 19,7.69
2020-04-28 20,4.48
2020-04-28 21,3.02
2020-04-28 22,1.86
2020-04-28 23,1.27
2020-04-29 00,1.17
2020-04-29 01,0.55
2020-04-29 02,0.18
2020-04-29 03,0.23
2020-04-29 04,0.26
2020-04-29 05,0.75
2020-04-29 06,3.05
2020-04-29 07,10.31
2020-04-29 08,14.12
2020-04-29 09,12.96
2020-04-29 10,12.98
2020-04-29 11,14.56
2020-04-29 12,15.95
2020-04-29 13,13.17
2020-04-29 14,9.98
2020-04-29 15,10.88
2020-04-29 16,15.17
2020-04-29 17,19.43
2020-04-29 18,24.77
2020-04-29 19,22.74
2020-04-29 20,14.32
2020-04-29 21,7.55
2020-04-29 22,4.98
2020-04-29 23,3.65
2020-04-30 00,1.31
2020-04-30 01,0.5
2020-04-30 02,0.23
2020-04-30 03,0.33
2020-04-30 04,0.36
2020-04-30 05,0.86
2020-04-30 06,3.63
2020-04-30 07,10.71
2020-04-30 08,14.65
2020-04-30 09,12.52
2020-04-30 10,13.17
2020-04-30 11,13.7
2020-04-30 12,14.85
2020-04-30 13,13.88
2020-04-30 14,11.0
2020-04-30 15,5.96
2020-04-30 16,10.05
2020-04-30 17,9.61
2020-04-30 18,12.92
2020-04-30 19,15.33
2020-04-30 20,11.6
2020-04-30 21,7.13
2020-04-30 22,4.3
2020-04-30 23,2.48
2020-05-01 00,1.38
2020-05-01 01,0.98
2020-05-01 02,0.62
2020-05-01 03,0.33
2020-05-01 04,0.39
2020-05-01 05,0.58
2020-05-01 06,2.82
2020-05-01 07,10.42
2020-05-01 08,13.9
2020-05-01 09,12.43
2020-05-01 10,12.81
2020-05-01 11,15.94
2020-05-01 12,15.3
2020-05-01 13,16.5
2020-05-01 14,19.86
2020-05-01 15,19.62
2020-05-01 16,23.82
2020-05-01 17,25.55
2020-05-01 18,25.3
2020-05-01 19,21.3
2020-05-01 20,16.74
2020-05-01 21,10.31
2020-05-01 22,6.07
2020-05-01 23,4.27
2020-05-02 00,3.18
2020-05-02 01,2.18
2020-05-02 02,1.27
2020-05-02 03,0.8
2020-05-02 04,0.52
2020-05-02 05,0.77
2020-05-02 06,1.88
2020-05-02 07,5.11
2020-05-02 08,9.69
2020-05-02 09,15.96
2020-05-02 10,23.55
2020-05-02 11,33.85
2020-05-02 12,45.05
2020-05-02 13,53.04
2020-05-02 14,56.35
2020-05-02 15,60.71
2020-05-02 16,7.58
2020-05-02 17,0.0
2020-05-02 18,29.13
2020-05-02 19,64.74
2020-05-02 20,23.74
2020-05-02 21,13.65
2020-05-02 22,7.85
2020-05-02 23,6.61
2020-05-03 00,4.0
2020-05-03 01,2.5
2020-05-03 02,1.64
2020-05-03 03,0.82
2020-05-03 04,0.67
2020-05-03 05,4.07
2020-05-03 06,1.04
2020-05-03 07,4.51
2020-05-03 08,7.64
2020-05-03 09,12.15
2020-05-03 10,19.76
2020-05-03 11,27.13
2020-05-03 12,32.76
2020-05-03 13,41.31
2020-05-03 14,43.89
2020-05-03 15,47.61
2020-05-03 16,45.82
2020-05-03 17,41.94
2020-05-03 18,33.02
2020-05-03 19,24.1
2020-05-03 20,15.1
2020-05-03 21,8.86
2020-05-03 22,6.35
2020-05-03 23,4.63
2020-05-04 00,3.6
2020-05-04 01,1.5
2020-05-04 02,0.94
2020-05-04 03,0.4
2020-05-04 04,0.14
2020-05-04 05,0.7
2020-05-04 06,4.31
2020-05-04 07,12.21
2020-05-04 08,14.63
2020-05-04 09,13.77
2020-05-04 10,13.21
2020-05-04 11,14.24
2020-05-04 12,18.77
2020-05-04 13,21.86
2020-05-04 14,22.68
2020-05-04 15,25.5
2020-05-04 16,29.39
2020-05-04 17,30.62
2020-05-04 18,33.56
2020-05-04 19,28.96
2020-05-04 20,19.54
2020-05-04 21,9.63
2020-05-04 22,6.29
2020-05-04 23,3.3
2020-05-05 00,2.21
2020-05-05 01,1.4
2020-05-05 02,0.63
2020-05-05 03,0.44
2020-05-05 04,0.38
2020-05-05 05,0.8
2020-05-05 06,3.79
2020-05-05 07,10.3
2020-05-05 08,13.06
2020-05-05 09,11.5
2020-05-05 10,11.96
2020-05-05 11,14.77
2020-05-05 12,17.87
2020-05-05 13,20.83
2020-05-05 14,21.94
2020-05-05 15,24.43
2020-05-05 16,28.64
2020-05-05 17,34.14
2020-05-05 18,35.32
2020-05-05 19,29.25
2020-05-05 20,20.19
2020-05-05 21,10.21
2020-05-05 22,5.92
2020-05-05 23,4.54
2020-05-06 00,2.3
2020-05-06 01,1.69
2020-05-06 02,0.81
2020-05-06 03,0.3
2020-05-06 04,0.29
2020-05-06 05,0.92
2020-05-06 06,4.08
2020-05-06 07,11.56
2020-05-06 08,16.01
2020-05-06 09,14.8
2020-05-06 10,15.06
2020-05-06 11,17.07
2020-05-06 12,22.18
2020-05-06 13,26.58
2020-05-06 14,29.0
2020-05-06 15,31.06
2020-05-06 16,34.48
2020-05-06 17,38.3
2020-05-06 18,40.33
2020-05-06 19,34.85
2020-05-06 20,23.32
2020-05-06 21,12.63
2020-05-06 22,7.56
2020-05-06 23,4.71
2020-05-07 00,3.21
2020-05-07 01,1.6
2020-05-07 02,0.83
2020-05-07 03,0.61
2020-05-07 04,0.55
2020-05-07 05,1.27
2020-05-07 06,4.04
2020-05-07 07,12.52
2020-05-07 08,17.7
2020-05-07 09,14.08
2020-05-07 10,15.51
2020-05-07 11,20.57
2020-05-07 12,25.87
2020-05-07 13,29.5
2020-05-07 14,31.98
2020-05-07 15,36.31
2020-05-07 16,40.08
2020-05-07 17,41.62
2020-05-07 18,44.0
2020-05-07 19,37.1
2020-05-07 20,28.3
2020-05-07 21,16.65
2020-05-07 22,9.99
2020-05-07 23,7.15
2020-05-08 00,5.0
2020-05-08 01,2.73
2020-05-08 02,1.37
2020-05-08 03,0.92
2020-05-08 04,0.54
2020-05-08 05,1.44
2020-05-08 06,2.42
2020-05-08 07,6.17
2020-05-08 08,11.7
2020-05-08 09,19.15
2020-05-08 10,28.3
2020-05-08 11,39.12
2020-05-08 12,50.88
2020-05-08 13,58.48
2020-05-08 14,60.23
2020-05-08 15,0.0
2020-05-08 16,0.0
2020-05-08 17,0.0
2020-05-08 18,41.52
2020-05-08 19,0.0
2020-05-08 20,34.61
2020-05-08 21,20.89
2020-05-08 22,0.0
2020-05-08 23,26.15
2020-05-09 00,17.8
2020-05-09 01,22.52
2020-05-09 02,3.17
2020-05-09 03,1.04
2020-05-09 04,0.99
2020-05-09 05,13.01
2020-05-09 06,2.5
2020-05-09 07,6.68
2020-05-09 08,12.55
2020-05-09 09,20.43
2020-05-09 10,33.54
2020-05-09 11,47.25
2020-05-09 12,59.94
2020-05-09 13,66.99
2020-05-09 14,7.19
2020-05-09 15,0.0
2020-05-09 16,33.21
2020-05-09 17,0.0
2020-05-09 18,36.54
2020-05-09 19,52.31
2020-05-09 20,40.5
2020-05-09 21,22.76
2020-05-09 22,13.13
2020-05-09 23,9.43
2020-05-10 00,7.76
2020-05-10 01,4.48
2020-05-10 02,2.35
2020-05-10 03,0.94
2020-05-10 04,0.81
2020-05-10 05,4.01
2020-05-10 06,1.77
2020-05-10 07,4.98
2020-05-10 08,8.26
2020-05-10 09,14.45
2020-05-10 10,24.77
2020-05-10 11,34.81
2020-05-10 12,43.19
2020-05-10 13,47.96
2020-05-10 14,44.31
2020-05-10 15,39.11
2020-05-10 16,30.87
2020-05-10 17,23.24
2020-05-10 18,15.26
2020-05-10 19,10.57
2020-05-10 20,8.25
2020-05-10 21,6.35
2020-05-10 22,3.89
2020-05-10 23,2.58
2020-05-11 00,1.67
2020-05-11 01,0.79
2020-05-11 02,0.69
2020-05-11 03,0.21
2020-05-11 04,0.31
2020-05-11 05,0.75
2020-05-11 06,3.82
2020-05-11 07,14.36
2020-05-11 08,15.85
2020-05-11 09,12.79
2020-05-11 10,12.42
2020-05-11 11,11.58
2020-05-11 12,15.01
2020-05-11 13,16.45
2020-05-11 14,16.5
2020-05-11 15,18.61
2020-05-11 16,22.19
2020-05-11 17,25.11
2020-05-11 18,26.04
2020-05-11 19,18.6
2020-05-11 20,14.29
2020-05-11 21,8.56
2020-05-11 22,4.86
2020-05-11 23,3.37
2020-05-12 00,2.58
2020-05-12 01,1.39
2020-05-12 02,0.83
2020-05-12 03,0.32
2020-05-12 04,0.43
2020-05-12 05,0.71
2020-05-12 06,4.3
2020-05-12 07,13.52
2020-05-12 08,17.68
2020-05-12 09,13.49
2020-05-12 10,13.86
2020-05-12 11,16.5
2020-05-12 12,21.1
2020-05-12 13,24.74
2020-05-12 14,23.86
2020-05-12 15,26.45
2020-05-12 16,30.1
2020-05-12 17,33.35
2020-05-12 18,36.46
2020-05-12 19,29.43
2020-05-12 20,19.3
2020-05-12 21,11.36
2020-05-12 22,6.56
2020-05-12 23,3.9
2020-05-13 00,3.7
2020-05-13 01,1.87
2020-05-13 02,0.94
2020-05-13 03,0.58
2020-05-13 04,0.7
2020-05-13 05,0.83
2020-05-13 06,4.29
2020-05-13 07,13.67
2020-05-13 08,16.98
2020-05-13 09,14.25
2020-05-13 10,13.65
2020-05-13 11,13.82
2020-05-13 12,17.13
2020-05-13 13,19.6
2020-05-13 14,19.36
2020-05-13 15,21.77
2020-05-13 16,26.13
2020-05-13 17,30.37
2020-05-13 18,29.99
2020-05-13 19,24.83
2020-05-13 20,17.83
2020-05-13 21,10.96
2020-05-13 22,4.33
2020-05-13 23,3.9
2020-05-14 00,2.58
2020-05-14 01,1.63
2020-05-14 02,1.06
2020-05-14 03,0.46
2020-05-14 04,0.58
2020-05-14 05,0.89
2020-05-14 06,4.02
2020-05-14 07,14.2
2020-05-14 08,18.15
2020-05-14 09,15.14
2020-05-14 10,15.01
2020-05-14 11,16.01
2020-05-14 12,20.37
2020-05-14 13,23.48
2020-05-14 14,21.79
2020-05-14 15,24.31
2020-05-14 16,30.0
2020-05-14 17,33.0
2020-05-14 18,36.15
2020-05-14 19,34.29
2020-05-14 20,24.25
2020-05-14 21,13.71
2020-05-14 22,7.8
2020-05-14 23,4.49
2020-05-15 00,2.27
2020-05-15 01,2.14
2020-05-15 02,1.24
2020-05-15 03,0.58
2020-05-15 04,0.63
2020-05-15 05,1.5
2020-05-15 06,4.42
2020-05-15 07,13.36
2020-05-15 08,19.23
2020-05-15 09,16.64
2020-05-15 10,17.64
2020-05-15 11,20.58
2020-05-15 12,25.42
2020-05-15 13,30.51
2020-05-15 14,33.32
2020-05-15 15,35.19
2020-05-15 16,37.25
2020-05-15 17,42.43
2020-05-15 18,43.8
2020-05-15 19,41.88
2020-05-15 20,33.54
2020-05-15 21,20.31
2020-05-15 22,11.92
2020-05-15 23,8.14
2020-05-16 00,5.98
2020-05-16 01,4.01
2020-05-16 02,1.96
2020-05-16 03,0.99
2020-05-16 04,1.07
2020-05-16 05,1.18
2020-05-16 06,1.89
2020-05-16 07,5.26
2020-05-16 08,10.36
2020-05-16 09,15.32
2020-05-16 10,24.54
2020-05-16 11,35.38
2020-05-16 12,49.71
2020-05-16 13,54.6
2020-05-16 14,56.39
2020-05-16 15,57.63
2020-05-16 16,60.29
2020-05-16 17,59.63
2020-05-16 18,54.8
2020-05-16 19,47.2
2020-05-16 20,33.63
2020-05-16 21,21.85
2020-05-16 22,12.76
2020-05-16 23,9.38
2020-05-17 00,6.85
2020-05-17 01,5.62
2020-05-17 02,2.62
2020-05-17 03,1.71
2020-05-17 04,0.82
2020-05-17 05,1.13
2020-05-17 06,1.96
2020-05-17 07,5.71
2020-05-17 08,9.85
2020-05-17 09,17.3
2020-05-17 10,25.85
2020-05-17 11,42.57
2020-05-17 12,49.44
2020-05-17 13,61.08
2020-05-17 14,59.61
2020-05-17 15,59.74
2020-05-17 16,62.93
2020-05-17 17,65.3
2020-05-17 18,62.65
2020-05-17 19,47.8
2020-05-17 20,34.71
2020-05-17 21,21.57
2020-05-17 22,10.36
2020-05-17 23,7.52
2020-05-18 00,4.83
2020-05-18 01,2.52
2020-05-18 02,1.17
2020-05-18 03,0.77
2020-05-18 04,0.54
2020-05-18 05,1.18
2020-05-18 06,4.58
2020-05-18 07,16.68
2020-05-18 08,21.21
2020-05-18 09,19.94
2020-05-18 10,19.57
2020-05-18 11,21.87
2020-05-18 12,29.29
2020-05-18 13,34.18
2020-05-18 14,31.62
2020-05-18 15,34.95
2020-05-18 16,43.01
2020-05-18 17,48.71
2020-05-18 18,49.99
2020-05-18 19,43.14
2020-05-18 20,34.18
2020-05-18 21,22.92
2020-05-18 22,11.8
2020-05-18 23,7.42
2020-05-19 00,4.08
2020-05-19 01,2.94
2020-05-19 02,1.43
2020-05-19 03,0.79
2020-05-19 04,0.74
2020-05-19 05,0.95
2020-05-19 06,5.77
2020-05-19 07,18.11
2020-05-19 08,22.71
2020-05-19 09,19.07
2020-05-19 10,19.87
2020-05-19 11,22.44
2020-05-19 12,30.15
2020-05-19 13,36.29
2020-05-19 14,35.65
2020-05-19 15,38.85
2020-05-19 16,46.08
2020-05-19 17,52.77
2020-05-19 18,54.14
2020-05-19 19,50.93
2020-05-19 20,44.29
2020-05-19 21,32.61
2020-05-19 22,15.73
2020-05-19 23,9.1
2020-05-20 00,6.37
2020-05-20 01,3.58
2020-05-20 02,1.25
2020-05-20 03,0.82
2020-05-20 04,0.7
2020-05-20 05,1.44
2020-05-20 06,6.5
2020-05-20 07,19.32
2020-05-20 08,23.92
2020-05-20 09,22.3
2020-05-20 10,22.93
2020-05-20 11,26.77
2020-05-20 12,33.57
2020-05-20 13,40.81
2020-05-20 14,39.06
2020-05-20 15,41.56
2020-05-20 16,50.14
2020-05-20 17,56.79
2020-05-20 18,59.75
2020-05-20 19,52.63
2020-05-20 20,50.86
2020-05-20 21,40.46
2020-05-20 22,22.81
